Event	Gene	Sig. RBPs	Sig. Gene Expression	Sig. Sex	Tissue	Dimorphic
1713	CHRDL2	TIA1(0.45)	-1.26	0	Muscle - Skeletal	Yes
33425	KDM5C	FXR1(-0.27),HNRNPH1(0.41),HNRNPM(0.39),MATR3(-0.46),PCBP3(0.14),TARDBP(-0.3)	0	-0.87	Muscle - Skeletal	Yes
16666	ATRNL1	CPO(-0.25)	-1.04	0	Muscle - Skeletal	Yes
1716	CHRDL2	PTBP1(0.59)	-1.17	0	Muscle - Skeletal	Yes
30716	HSPG2	ANKHD1(-0.08),CNOT4(-0.12),CPEB2(0.07),CPEB4(-0.06),DAZAP1(-0.09),ESRP2(-0.03),FMR1(0.11),FUS(-0.05),FXR1(0.25),FXR2(-0.19),HNRNPA1(-0.04),HNRNPA1L2(-0.33),HNRNPC(0.02),HNRNPCL1(0.07),HNRNPF(-0.18),HNRNPH1(-0.09),HNRNPH2(0.13),HNRNPK(0.09),HNRNPM(0.15),HNRNPU(0.27),IGF2BP2(0.11),MATR3(-0.09),MBNL1(-0.06),MSI1(-0.09),PABPC1(0.22),PABPC4(-0.08),PABPC5(0.17),PABPN1(0.09),PCBP1(-0.11),PCBP3(-0.04),PPRC1(-0.2),PTBP1(0.47),PUM2(-0.29),RALY(0.08),RBFOX1(-0.2),RBM24(0.14),RBM28(-0.19),RBM3(-0.07),RBM46(-0.49),RBM6(-0.14),RBP1(0.11),RSF1(0.25),SAMD4A(0.2),SART3(-0.15),SF1(0.18),SFPQ(-0.11),SRSF1(-0.12),SRSF7(0.1),SRSF9(0.1),TARDBP(0.1),TUT1(0.12),U2AF2(0.4),YBX2(0.05),ZC3H10(0.09),ZC3H14(-0.14),ZCRB1(0.04)	-0.34	0.05	Muscle - Skeletal	Yes
3631	AIG1		-0.95	0	Muscle - Skeletal	Yes
29178	DMRT2	FMR1(-0.63),FUS(-0.39),G3BP2(-0.29),HNRNPK(0.49),PABPC5(0.21),PPRC1(-0.52),PTBP1(0.54),RBM38(0.28),RSF1(0.52),SF1(0.38),ZC3H10(0.32)	-0.57	-0.32	Muscle - Skeletal	Yes
4041	TUBB4A	CNOT4(-0.45),HNRNPA1L2(-0.37),HNRNPC(0.1),HNRNPH1(0.33),IGF2BP3(-0.1),KHDRBS3(-0.19),MATR3(0.33),PABPC3(-0.17),PUM2(-0.63),RBM3(-0.18),RSF1(0.41),YBX2(-0.16),ZC3H10(0.24)	0.59	0	Muscle - Skeletal	Yes
4042	TUBB4A	CNOT4(-0.46),HNRNPA1L2(-0.36),HNRNPH1(0.33),IGF2BP3(-0.1),KHDRBS3(-0.19),MATR3(0.33),PABPC3(-0.17),PUM2(-0.63),RBM3(-0.18),RSF1(0.41),TARDBP(-0.24),YBX2(-0.16),ZC3H10(0.24)	0.59	0	Muscle - Skeletal	Yes
34254	VSIG10	PABPC4(-0.32),RBM6(0.42)	-0.66	-0.31	Muscle - Skeletal	Yes
17341	HPCAL4		-1.43	0	Muscle - Skeletal	Yes
5194	MYBPC1	CNOT4(-0.76),CPO(0.18),ENOX1(-0.23),ESRP2(-0.15),FMR1(0.55),FXR2(0.29),G3BP2(-0.32),HNRNPA1(-0.65),HNRNPA1L2(-0.68),HNRNPA2B1(0.31),HNRNPL(0.39),HNRNPM(-0.37),HNRNPU(0.38),KHDRBS1(-0.79),PABPC1(0.4),PABPC4(-0.21),PABPC5(-0.23),PABPN1(-0.69),PCBP1(0.25),PUM2(-1.01),QKI(0.37),RBM38(-0.34),RBM4(0.31),RBM42(0.35),RBM46(-0.66),RBM6(0.29),RSF1(0.57),SAMD4A(-0.32),SFPQ(0.73),SNRNP70(-0.39),SRSF1(-0.24),SRSF10(0.51),TUT1(0.44),U2AF2(0.45),YBX1(0.38),ZC3H14(-0.54),ZCRB1(0.21)	0	0.31	Muscle - Skeletal	Yes
28834	NCAM1	ANKHD1(0.72),FUS(-0.23),FXR1(-0.3),HNRNPM(0.44),KHDRBS2(-0.15),PABPC1(0.51),RBM28(-0.55),SART3(-0.55),SRSF7(-0.47)	-0.73	0	Muscle - Skeletal	Yes
5197	MYBPC1	A1CF(0.09),ANKHD1(-0.35),CPEB2(0.14),CPEB4(0.07),CPO(0.14),DAZAP1(-0.27),ENOX1(0.1),FMR1(-0.6),FUS(0.31),FXR2(0.24),G3BP2(-0.09),HNRNPA1(-0.06),HNRNPA2B1(0.16),HNRNPC(-0.1),HNRNPCL1(0.25),HNRNPF(0.28),HNRNPH2(-0.1),HNRNPL(0.12),HNRNPM(0.43),HNRNPU(-0.15),IGF2BP3(-0.1),KHDRBS2(0.09),KHDRBS3(-0.22),LIN28A(0.04),MSI1(-0.06),PABPC1(0.31),PABPC3(0.1),PABPC4(0.16),PABPC5(0.18),PABPN1(-0.34),PCBP1(-0.12),PUM2(-0.2),QKI(-0.16),RALY(0.06),RBM24(0.08),RBM28(0.18),RBM3(-0.22),RBM38(0.13),RBM46(0.41),RBM5(-0.42),RBMS3(0.06),RSF1(0.39),SAMD4A(0.29),SFPQ(-0.26),SRP54(0.2),SRSF10(0.1),SRSF2(-0.08),SRSF7(-0.18),SRSF9(0.1),TIA1(0.22),TUT1(-0.33),U2AF2(-0.19),YBX2(-0.05),ZC3H10(-0.07),ZNF638(-0.12)	-0.1	0.29	Muscle - Skeletal	Yes
19654	STX2	CPEB2(-0.12),CPEB4(-0.11),CPO(0.09),ENOX1(-0.12),FMR1(0.31),HNRNPA1(-0.15),HNRNPC(0.1),HNRNPH1(0.19),HNRNPH2(-0.24),HNRNPL(0.25),HNRNPM(0.27),HNRNPU(0.32),IGF2BP2(-0.12),IGF2BP3(-0.07),KHDRBS3(-0.12),PABPC1(0.43),PABPC5(-0.1),PCBP1(0.24),PUM2(-0.4),QKI(-0.16),RBM38(0.12),RBM41(0.25),RBM42(-0.18),RBM8A(0.17),RBMS1(0.18),RBMS3(-0.13),RBP1(0.2),RSF1(0.43),SAMD4A(0.23),SART3(0.34),SF1(-0.15),TARDBP(-0.18),TIA1(0.2),U2AF2(-0.27),YBX1(0.15),ZC3H10(0.25)	0.2	0.26	Muscle - Skeletal	Yes
5199	MYBPC1	A1CF(0.06),ANKHD1(0.17),CPEB2(-0.13),CPO(-0.02),DAZAP1(0.14),ENOX1(-0.1),FMR1(-0.04),FUS(0.13),FXR1(-0.07),FXR2(0.09),HNRNPA1(0.05),HNRNPA2B1(0.2),HNRNPCL1(0.09),HNRNPF(0.12),HNRNPH2(0.22),HNRNPK(0.19),HNRNPL(-0.05),HNRNPM(-0.3),HNRNPU(-0.04),IGF2BP2(-0.2),KHDRBS1(-0.3),KHDRBS2(-0.02),KHDRBS3(-0.27),LIN28A(-0.01),MATR3(0.71),MBNL1(0.16),MSI1(0.05),PABPC1(0.65),PABPC3(-0.08),PABPC4(-0.16),PABPC5(0.19),PABPN1(0.17),PCBP2(0.14),PPRC1(-0.19),PTBP1(-0.51),PUM2(0.3),QKI(-0.13),RALY(0.14),RBFOX1(-0.39),RBM24(0.12),RBM28(0.37),RBM3(-0.11),RBM38(0.08),RBM4(-0.25),RBM41(0.43),RBM42(0.02),RBM45(0.04),RBM46(0.13),RBM6(-0.35),RBM8A(-0.19),RBMS1(0.25),RBP1(0.03),RSF1(-0.07),SAMD4A(0.31),SART3(-0.13),SF1(-0.12),SFPQ(-0.51),SNRNP70(0.04),SNRPA(-0.33),SRP54(-0.55),SRSF1(0.11),SRSF10(-0.09),SRSF2(0.13),TARDBP(-0.12),TIA1(-0.3),TUT1(-0.11),U2AF2(0.15),YBX1(-0.13),YBX2(0.02),ZC3H10(-0.05),ZC3H14(0.16),ZCRB1(-0.18),ZNF638(-0.14)	0.19	-0.45	Muscle - Skeletal	Yes
10378	NEB	A1CF(0.15),ANKHD1(0.29),CPEB2(0.09),CPEB4(0.1),CPO(-0.02),DAZAP1(-0.34),ENOX1(0.2),ESRP2(-0.04),FMR1(0.32),FUS(0.05),FXR1(-0.04),FXR2(0.38),G3BP2(0.14),HNRNPA1(0.09),HNRNPA2B1(-0.42),HNRNPC(0.06),HNRNPCL1(0.14),HNRNPF(0.07),HNRNPH1(0.16),HNRNPH2(0.12),HNRNPK(-0.12),HNRNPL(-0.14),HNRNPM(0.46),HNRNPU(0.24),IGF2BP2(-0.13),IGF2BP3(-0.04),KHDRBS1(0.32),KHDRBS3(-0.05),LIN28A(-0.09),MATR3(0.2),MBNL1(-0.04),MSI1(0.18),PABPC1(-0.41),PABPC3(0.02),PABPC4(-0.34),PABPC5(-0.08),PABPN1(0.18),PCBP1(0.13),PCBP2(-0.04),PCBP3(0.06),PPRC1(-0.03),PTBP1(0.22),PUM2(0.11),RALY(-0.07),RBFOX1(-0.02),RBM24(-0.15),RBM28(-0.23),RBM3(0.07),RBM38(-0.07),RBM4(-0.12),RBM41(-0.08),RBM42(-0.39),RBM45(0.19),RBM5(0.18),RBM6(-0.21),RBM8A(-0.08),RBMS1(-0.14),RBMS3(-0.13),RBP1(0.12),RSF1(0.05),SAMD4A(-0.18),SF1(0.2),SFPQ(-0.1),SNRNP70(0.18),SNRPA(0.1),SRP54(0.26),SRSF1(-0.28),SRSF10(0.36),SRSF2(0.09),SRSF7(-0.25),TIA1(-0.29),TUT1(-0.12),U2AF2(-0.08),YBX1(-0.14),YBX2(-0.29),ZC3H10(-0.14),ZC3H14(-0.21),ZCRB1(0.31),ZNF638(-0.14)	-0.17	-0.58	Muscle - Skeletal	Yes
26916	VCL	A1CF(0.06),ANKHD1(-0.04),CNOT4(-0.28),CPEB2(0.14),CPEB4(-0.06),CPO(0.04),DAZAP1(-0.2),ENOX1(-0.04),ESRP2(0.02),FMR1(0.06),FUS(0.04),FXR1(0.07),FXR2(0.3),G3BP2(-0.03),HNRNPA1L2(-0.05),HNRNPA2B1(0.13),HNRNPC(0.11),HNRNPCL1(0.29),HNRNPF(0.54),HNRNPH1(-0.2),HNRNPH2(-0.11),HNRNPK(0.16),HNRNPL(0.28),HNRNPM(-0.43),HNRNPU(0.18),IGF2BP2(0.05),IGF2BP3(-0.11),KHDRBS1(-0.25),KHDRBS2(-0.1),KHDRBS3(-0.09),LIN28A(-0.03),MATR3(-0.19),MSI1(-0.02),PABPC3(-0.1),PABPC4(-0.07),PABPC5(0.11),PABPN1(-0.28),PCBP3(0.04),PPRC1(-0.38),PUM2(-0.27),QKI(0.04),RALY(-0.24),RBFOX1(-0.31),RBM24(0.14),RBM28(0.19),RBM3(0.18),RBM4(-0.11),RBM41(0.35),RBM42(0.15),RBM45(0.15),RBM46(-0.09),RBM5(-0.14),RBM6(-0.15),RBM8A(-0.17),RBMS1(-0.09),RBP1(0.05),RSF1(-0.07),SAMD4A(-0.1),SF1(0.11),SFPQ(0.38),SNRNP70(0.04),SRP54(-0.14),SRSF1(0.11),SRSF10(-0.09),SRSF2(-0.07),SRSF7(0.23),SRSF9(0.09),TARDBP(0.06),TIA1(0.19),TUT1(0.15),U2AF2(-0.3),YBX1(0.16),ZC3H10(-0.07),ZC3H14(0.12),ZCRB1(-0.15),ZNF638(-0.05)	0.21	-0.2	Muscle - Skeletal	Yes
28830	NCAM1	CNOT4(-0.35),DAZAP1(-0.22),HNRNPA1(-0.28),HNRNPC(0.11),HNRNPCL1(0.33),HNRNPH2(-0.3),KHDRBS3(-0.14),PTBP1(0.38),QKI(-0.21),RBM38(0.19),RBM6(-0.18),RSF1(0.69),SF1(0.22),SRP54(0.26),SRSF1(-0.16),SRSF7(0.27),TARDBP(-0.21),ZC3H10(0.23)	1.02	0	Muscle - Skeletal	Yes
31604	CKAP5	DAZAP1(-0.13),HNRNPA2B1(-0.12),HNRNPH2(0.14),IGF2BP3(-0.06),KHDRBS2(-0.07),LIN28A(0.04),PABPC3(-0.06),PTBP1(0.11),RALY(-0.08),RBFOX1(-0.05),RBM24(-0.1),RBMS1(-0.09),SAMD4A(-0.07),SRSF10(0.13),U2AF2(-0.1),YBX1(0.1)	0.17	0	Thyroid	No
32398	IWS1	DAZAP1(-0.12),ENOX1(0.07),FUS(0.12),HNRNPA1(-0.11),HNRNPL(-0.08),MBNL1(0.12),PCBP2(0.14),PUM2(-0.12),SRP54(0.12)	0.16	0	Thyroid	No
32769	THOC7	CPEB2(-0.07),FUS(0.11),HNRNPF(-0.1),KHDRBS2(-0.06),MATR3(0.09),PABPC1(0.15),PABPC5(-0.06),PCBP2(-0.13),RALY(-0.09),RBM38(-0.09),SRSF9(0.09),ZCRB1(0.12),ZNF638(-0.13)	0.19	0	Thyroid	No
86	BRD9	CNOT4(-0.08),HNRNPH2(-0.08),MBNL1(-0.12),PABPC1(0.08),PCBP1(0.09),RALY(-0.09),RBM28(-0.1),RBM45(0.05),RSF1(0.14),SART3(-0.07),SNRPA(-0.1),SRP54(0.09),U2AF2(0.12),ZCRB1(-0.08)	0.18	0	Thyroid	No
20289	PELP1	CNOT4(0.08),CPO(0.04),DAZAP1(-0.12),HNRNPA1L2(-0.1),HNRNPA2B1(-0.14),HNRNPC(0.04),HNRNPH1(0.11),HNRNPM(0.08),IGF2BP2(0.06),IGF2BP3(-0.06),LIN28A(0.04),PABPC3(-0.05),PPRC1(-0.13),PTBP1(0.23),PUM2(-0.11),RALY(-0.12),RBP1(0.08),SART3(-0.11),SF1(-0.14),SRSF7(0.13),TARDBP(0.12),ZCRB1(-0.12)	0.1	0	Thyroid	No
7561	ITSN1	CNOT4(0.1),IGF2BP2(0.06),MSI1(-0.07),PCBP2(0.14),PPRC1(-0.16),RALY(-0.09),RBMS3(-0.12),RBP1(0.09),SRSF7(-0.14),TARDBP(0.13),ZCRB1(-0.09)	0.2	0.1	Thyroid	No
12232	RNF4	ANKHD1(0.06),ENOX1(0.06),G3BP2(0.1),HNRNPA2B1(0.09),HNRNPH1(-0.12),MBNL1(-0.12),PABPC4(0.08),PABPN1(-0.09),PPRC1(-0.11),QKI(0.11),RBFOX1(-0.06),RBM38(-0.08),RBM41(-0.1),RSF1(-0.08),SART3(0.07),SRSF1(-0.05),U2AF2(0.09),YBX2(0.04),ZNF638(-0.09)	0.17	0	Thyroid	No
7559	ITSN1	CPO(0.06),FXR1(-0.16),HNRNPF(0.14),MSI1(-0.07),PCBP3(0.04),PPRC1(-0.14),RALY(-0.1),RBM4(-0.07),RBMS3(-0.12),RBP1(0.11),SRSF7(-0.16),TUT1(0.07)	0.21	0.12	Thyroid	No
11089	CPSF6	CNOT4(0.08),CPEB2(-0.06),CPEB4(-0.08),FXR2(0.05),HNRNPA1(-0.06),HNRNPC(-0.03),PPRC1(-0.2),RALY(-0.09),RBM45(0.04),RBM8A(-0.08),SART3(0.06),SRSF10(-0.1),TIA1(-0.09),YBX1(0.06),ZC3H10(-0.09),ZC3H14(0.1)	0.26	0	Thyroid	No
38105	RUVBL2	A1CF(-0.03),CPEB2(-0.05),FUS(-0.07),FXR1(-0.13),HNRNPA1(-0.06),HNRNPC(0.03),HNRNPK(0.1),HNRNPL(-0.04),HNRNPM(0.05),IGF2BP3(-0.04),KHDRBS1(0.09),KHDRBS3(0.05),PABPC4(-0.06),PPRC1(-0.16),RBM38(-0.07),RBM41(-0.08),RBM45(0.03),RBM5(0.1),TUT1(0.06),ZC3H14(0.1),ZCRB1(0.06)	0.16	0	Thyroid	No
12112	PPP3CB	ESRP2(0.07),FXR1(0.22),HNRNPF(0.14),KHDRBS1(-0.13),PABPN1(-0.14),PCBP3(-0.05),QKI(-0.11),RALY(-0.16),RBM24(-0.07),RBM42(-0.14),RBM46(-0.14),RBMS1(0.1),SFPQ(-0.12),SRSF10(-0.16),U2AF2(0.13)	0.25	0	Thyroid	No
24239	RFWD2	ENOX1(0.05),HNRNPA2B1(-0.12),HNRNPK(0.13),LIN28A(0.04),PABPC1(0.16),PABPC5(0.06),PCBP2(-0.16),PCBP3(-0.06),PPRC1(-0.12),RALY(-0.1),RBFOX1(-0.05),RBM38(-0.14),RBMS3(-0.11),SAMD4A(0.08),TUT1(0.06),ZC3H10(-0.1),ZC3H14(0.12)	0.18	0	Thyroid	No
20196	TYW3	CPEB2(-0.06),DAZAP1(-0.07),ESRP2(0.05),FXR2(-0.09),HNRNPA1L2(-0.09),HNRNPH2(0.08),HNRNPM(0.07),KHDRBS1(-0.1),PABPC1(0.18),PCBP1(0.07),QKI(-0.1),RBM28(-0.09),RBM41(0.08),RBM46(0.09),RBM5(0.19),SART3(-0.1)	0.31	0	Thyroid	No
2499	TRAFD1	A1CF(-0.03),HNRNPC(0.03),HNRNPCL1(-0.13),HNRNPK(0.21),HNRNPL(-0.06),PABPC4(-0.08),QKI(-0.09),RBM38(-0.1),RBM8A(-0.08),RBMS3(-0.11),SRP54(0.08),SRSF9(-0.14),YBX1(0.13),ZC3H10(-0.13),ZCRB1(-0.12)	0.2	0	Thyroid	No
2822	ELP6	A1CF(-0.02),G3BP2(0.11),HNRNPCL1(-0.09),LIN28A(0.03),PABPC5(0.05),PCBP3(-0.03),PTBP1(-0.07),RBM24(-0.06),U2AF2(0.13),ZCRB1(-0.07)	0.17	0.06	Thyroid	No
27328	ERI3	CPEB4(-0.05),HNRNPA1L2(-0.09),HNRNPC(0.04),HNRNPCL1(-0.1),PCBP2(0.1),RALY(-0.07),RBM24(-0.04),RBM46(0.12),RBP1(0.04),SART3(-0.06),SRSF1(-0.06),TUT1(0.06),ZC3H10(-0.07)	0.17	0.05	Thyroid	No
33149	MAP1S	ENOX1(0.06),ESRP2(0.06),FXR2(0.08),G3BP2(0.1),HNRNPF(0.11),KHDRBS1(-0.16),PCBP2(0.23),PCBP3(-0.05),QKI(-0.09),RBM38(0.11),RBM46(-0.1),RSF1(-0.09),SF1(-0.11),SNRNP70(-0.09),SNRPA(-0.09),TARDBP(0.15),YBX2(0.08),ZCRB1(-0.13)	0.19	-0.07	Thyroid	No
19605	FBXO8	A1CF(-0.03),CPEB2(0.09),CPEB4(-0.07),ESRP2(-0.1),FXR2(-0.09),G3BP2(0.09),HNRNPA2B1(0.09),HNRNPCL1(-0.11),PCBP2(0.12),PCBP3(0.04),PTBP1(0.15),RBM41(-0.13),RBM42(-0.11),RBM45(0.03),RBM6(-0.08),SFPQ(-0.12),SRSF10(-0.19),TARDBP(0.16),TUT1(0.06),U2AF2(0.13)	0.14	0.08	Thyroid	No
24628	PLEKHA3	A1CF(0.03),ANKHD1(-0.13),FMR1(0.09),IGF2BP2(0.07),RALY(-0.09),RBM5(0.17),RBMS3(-0.1),SFPQ(-0.12),SNRPA(0.12),SRSF10(-0.13),U2AF2(-0.1)	0.21	0	Thyroid	No
37754	NME7	CPEB4(0.09),HNRNPH1(-0.12),HNRNPM(0.1),PUM2(-0.17),RBM24(-0.09),RBM4(-0.1),RBM45(0.05),RBM5(0.15),SNRPA(-0.13),SRP54(0.1)	0.19	0	Thyroid	No
14705	UBE2G2	CPEB4(-0.06),ENOX1(0.04),FUS(0.09),FXR1(-0.12),HNRNPC(0.03),HNRNPH2(0.1),HNRNPK(0.11),HNRNPU(0.11),KHDRBS1(-0.11),PCBP2(0.21),QKI(0.08),RBM3(0.07),RBM46(-0.09),RBM8A(-0.11),RBMS1(-0.07),RBP1(0.04),SRSF9(-0.13),U2AF2(0.1),YBX1(0.06),ZC3H14(0.08),ZCRB1(-0.08),ZNF638(-0.12)	0.14	0	Thyroid	No
15569	EXOSC10	HNRNPA2B1(0.1),IGF2BP3(-0.04),KHDRBS2(0.05),PUM2(-0.09),RBFOX1(-0.03),RBM6(-0.07),SF1(0.12),SFPQ(-0.09),SNRPA(-0.14),SRP54(0.06),SRSF9(-0.15),TARDBP(0.17),TUT1(0.06),U2AF2(0.14)	0.13	0	Thyroid	No
20923	RNF216	CPO(-0.05),KHDRBS1(0.13),LIN28A(-0.05),MSI1(0.05),PABPC3(0.05),PCBP1(0.14),PPRC1(-0.12),PTBP1(0.12),RALY(-0.11),RBM41(-0.28),SNRNP70(0.11),SRSF10(-0.17)	0.19	0	Thyroid	No
21225	TANK	A1CF(-0.04),FUS(0.1),HNRNPA1(-0.08),PABPC5(-0.06),RBM28(0.09),RBM8A(-0.11),SFPQ(-0.18),SRP54(0.08),SRSF10(-0.13),TUT1(0.1),ZC3H10(-0.12)	0.22	0	Thyroid	No
33425	KDM5C	QKI(0.39),RBM38(0.35),RBM45(-0.19),RBMS1(-0.34),TUT1(-0.22)	0	-1.25	Thyroid	Yes
24020	WNK2	HNRNPA1L2(0.53),RBM42(0.49)	-0.52	0	Thyroid	Yes
24583	SLC4A5	HNRNPM(-0.41),RBFOX1(0.24)	-0.79	0	Thyroid	Yes
5579	LRRC34	PCBP2(0.65),SF1(-0.62)	-0.45	0	Thyroid	Yes
10922	ARSG	HNRNPA2B1(0.66),ZNF638(0.76)	-0.5	0	Thyroid	Yes
35852	SELE	PPRC1(0.53)	-1.77	0	Thyroid	Yes
35853	SELE		-1.84	0	Thyroid	Yes
35855	SELE	PPRC1(0.65)	-1.71	0	Thyroid	Yes
18654	NOL4	HNRNPCL1(0.73),HNRNPM(-0.47)	-0.62	0	Thyroid	Yes
24577	SLC4A5	RBM42(0.35),YBX1(-0.58)	-0.6	0	Thyroid	Yes
35423	LRP1B		-1.01	0	Thyroid	Yes
21339	SLC44A4	HNRNPA1L2(0.48),IGF2BP3(0.27),KHDRBS1(-0.55),PPRC1(0.56),TARDBP(-0.82)	-0.81	0	Thyroid	Yes
35854	SELE	YBX1(-0.43)	-1.66	0	Thyroid	Yes
35851	SELE	PPRC1(0.52)	-1.78	0	Thyroid	Yes
35485	CTD-2554C21.2		-0.6	0	Thyroid	Yes
39086	COL17A1		-1.15	0	Thyroid	Yes
1093	CLCNKA		-1.15	0	Thyroid	Yes
8315	SORBS2		-0.8	0	Thyroid	Yes
2240	APOA1	ENOX1(0.25),RSF1(0.53),SAMD4A(0.32),TIA1(0.49)	-0.95	0	Thyroid	Yes
29250	B3GALNT1	HNRNPF(-0.53),HNRNPH1(-0.58),RBM4(-0.35),SNRPA(0.6)	-0.4	0	Thyroid	Yes
21340	SLC44A4	HNRNPF(-0.75),MATR3(-0.56)	-0.78	0	Thyroid	Yes
8421	PDE9A	ESRP2(0.37),G3BP2(-0.45),HNRNPM(-0.71),PABPC5(0.39),PUM2(0.92),RALY(0.57),RBFOX1(0.22),RBM28(0.66),RBM5(-0.79),SNRPA(0.43),SRSF7(0.65),SRSF9(0.51)	0	-0.44	Thyroid	Yes
22239	TAC1	YBX1(-0.45)	-1.14	0	Thyroid	Yes
5466	EVL	CPEB4(0.17),FUS(0.23),FXR2(-0.21),HNRNPCL1(0.25),HNRNPF(-0.25),HNRNPM(-0.26),HNRNPU(-0.42),IGF2BP3(0.09),MBNL1(0.44),MSI1(-0.13),PABPC1(-0.28),PABPN1(-0.27),PCBP2(0.48),PCBP3(0.11),PUM2(-0.23),RBM28(-0.32),RBM3(0.2),RBM4(0.16),RBM46(0.27),RBM6(-0.21),RSF1(-0.19),SRSF9(-0.2),U2AF2(0.31),ZC3H14(0.28),ZCRB1(-0.19)	0	-0.29	Thyroid	Yes
34870	AP2M1	A1CF(-0.02),CPO(0.01),DAZAP1(-0.03),HNRNPA1L2(0.06),HNRNPA2B1(-0.05),HNRNPH2(0.04),HNRNPU(0.04),KHDRBS1(-0.05),MBNL1(-0.02),PABPC3(0.01),PABPN1(-0.03),PCBP1(-0.03),PCBP2(0.04),RBFOX1(0.01),RBM4(-0.02),RBM46(-0.06),RBM6(0.04),RBMS1(-0.02),RBMS3(0.03),SNRNP70(0.02),SRSF9(-0.09),YBX1(0.04)	0.14	0	Cells - Transformed fibroblasts	No
36459	SYPL1	CPEB2(-0.03),CPO(-0.04),FXR2(-0.05),G3BP2(-0.07),HNRNPA2B1(-0.19),LIN28A(0.03),PABPC5(-0.06),PTBP1(-0.08),RALY(0.04),RBFOX1(0.02),RBM24(0.04),RBM38(-0.04),RBM4(-0.06),RBM46(-0.2),RBMS3(0.05),SRSF1(-0.07),SRSF10(0.19),SRSF9(0.07),TARDBP(0.13),U2AF2(0.11)	0.12	0	Cells - Transformed fibroblasts	No
30533	TBCB	A1CF(-0.03),CNOT4(0.06),FMR1(-0.03),HNRNPF(0.04),HNRNPH1(0.06),KHDRBS2(0.03),MATR3(0.06),PABPC3(0.04),PPRC1(-0.12),RBM24(0.03),RBMS1(-0.04),SAMD4A(-0.03),SRSF2(0.06),SRSF9(-0.08),TIA1(-0.09),ZC3H10(-0.06),ZC3H14(-0.06)	0.17	0	Cells - Transformed fibroblasts	No
25465	MAPKAP1	CNOT4(0.14),IGF2BP3(-0.03),PABPC3(0.03),PCBP2(0.06),PCBP3(0.04),QKI(-0.06),RBFOX1(0.02),RBM28(-0.04),RBM41(-0.09),SRSF2(0.06),SRSF9(-0.13),TUT1(-0.08),YBX2(0.02)	0.17	-0.04	Cells - Transformed fibroblasts	No
26127	MACF1	A1CF(-0.03),CPO(0.03),FMR1(0.03),FXR2(0.03),HNRNPA1(0.02),HNRNPL(-0.07),KHDRBS3(0.02),MSI1(-0.02),PABPC4(-0.12),PABPC5(-0.04),RBFOX1(0.02),RBM38(-0.03),RBM4(-0.06),RBM6(0.05),RBMS3(0.05),RSF1(-0.1),SRP54(0.04),SRSF9(-0.08),TARDBP(0.07),TUT1(0.05),U2AF2(0.09)	0.17	-0.04	Cells - Transformed fibroblasts	No
24587	FAM92A1	A1CF(-0.04),RBM46(-0.13),SRSF7(-0.07),YBX1(0.1)	0.16	0	Cells - Transformed fibroblasts	No
3518	PSMD8	ANKHD1(0.03),CNOT4(0.05),CPEB4(-0.03),DAZAP1(-0.04),HNRNPA1(0.02),HNRNPF(0.04),HNRNPL(0.04),IGF2BP3(-0.01),KHDRBS1(-0.04),MSI1(-0.01),PABPC3(0.01),PABPC4(-0.05),PABPN1(0.03),PCBP1(0.05),PPRC1(-0.07),PTBP1(0.04),RBFOX1(0.01),RBM24(0.03),RBM3(-0.01),RBM38(-0.02),RBM4(-0.02),RBM41(-0.04),RBM42(-0.02),SART3(-0.06),SRSF1(-0.04),SRSF10(0.04),SRSF2(0.03),TIA1(-0.03),ZC3H14(-0.06),ZCRB1(0.02)	0.18	0	Cells - Transformed fibroblasts	No
16968	ATP5A1	CPEB2(-0.02),DAZAP1(-0.04),FXR1(-0.06),FXR2(0.02),HNRNPA1L2(0.07),HNRNPA2B1(-0.06),HNRNPF(0.05),PABPN1(-0.02),PCBP3(0.02),RBFOX1(0.01),RBM24(0.02),RBM3(-0.02),RBM46(-0.08),RBM6(0.03),SF1(-0.05),SNRNP70(0.04),SRP54(0.03),SRSF1(-0.02),SRSF2(-0.05),TUT1(0.04),ZC3H10(-0.03)	0.21	0	Cells - Transformed fibroblasts	No
29314	AP2B1	ESRP2(-0.04),FXR1(-0.12),HNRNPA1(-0.05),HNRNPA2B1(0.12),HNRNPU(0.11),IGF2BP3(0.06),KHDRBS1(-0.09),PABPN1(0.05),RBFOX1(0.02),RBM38(0.05),RBM46(-0.12),RBP1(0.03),SFPQ(-0.09),SRSF1(-0.09),TUT1(0.13)	0.1	0	Cells - Transformed fibroblasts	No
24484	PPP6R3	MATR3(-0.09),PTBP1(0.19),SNRPA(-0.14),SRSF1(-0.09),SRSF10(0.16),YBX1(0.13),ZC3H10(-0.16)	0	0	Cells - Transformed fibroblasts	No
24487	PPP6R3	DAZAP1(-0.11),PTBP1(0.16),RBM4(-0.09),SNRNP70(0.08),ZC3H10(-0.13)	0.14	0	Cells - Transformed fibroblasts	No
12333	SPG7	HNRNPA1(0.04),SFPQ(-0.07)	0.16	0	Cells - Transformed fibroblasts	No
21473	TMEM222	A1CF(-0.04),ANKHD1(0.11),CPEB2(-0.06),KHDRBS2(0.03),LIN28A(0.04),PABPC4(-0.1),SRSF10(-0.14)	0.16	0	Cells - Transformed fibroblasts	No
