ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5238	"ENSG00000010292.12"	"NCAPD2"	chr12	+	6514264	6514587	6514264	6514392	6514463	6514587
5239	"ENSG00000115661.13"	"STK16"	chr2	+	219245895	219246876	219245895	219246085	219246656	219246876
5240	"ENSG00000110619.16"	"CARS"	chr11	-	3026675	3029084	3026675	3026797	3028995	3029084
5241	"ENSG00000110619.16"	"CARS"	chr11	-	3001969	3002600	3001969	3002174	3002540	3002600
5242	"ENSG00000110619.16"	"CARS"	chr11	-	3001969	3002600	3001969	3002053	3002540	3002600
5243	"ENSG00000117152.13"	"RGS4"	chr1	+	163072394	163072866	163072394	163072499	163072804	163072866
5244	"ENSG00000138834.12"	"MAPK8IP3"	chr16	+	1767804	1768107	1767804	1767918	1768068	1768107
5245	"ENSG00000143621.16"	"ILF2"	chr1	-	153663018	153663276	153663018	153663133	153663214	153663276
5246	"ENSG00000135100.17"	"HNF1A"	chr12	+	120996540	120998300	120996540	120996742	120997473	120998300
5247	"ENSG00000135100.17"	"HNF1A"	chr12	+	120999267	120999627	120999267	120999389	120999482	120999627
5248	"ENSG00000135100.17"	"HNF1A"	chr12	+	120999267	120999627	120999267	120999389	120999461	120999627
5249	"ENSG00000171551.11"	"ECEL1"	chr2	-	232484980	232485267	232484980	232485091	232485198	232485267
5250	"ENSG00000184863.10"	"RBM33"	chr7	+	155738059	155740026	155738059	155738403	155739714	155740026
5251	"ENSG00000171931.12"	"FBXW10"	chr17	+	18749721	18750137	18749721	18749922	18750009	18750137
5252	"ENSG00000282851.1"	"BISPR"	chr19	+	17405823	17406296	17405823	17405995	17406076	17406296
5253	"ENSG00000282851.1"	"BISPR"	chr19	+	17405823	17406296	17405823	17405987	17406076	17406296
5254	"ENSG00000282851.1"	"BISPR"	chr19	+	17413096	17413305	17413096	17413104	17413220	17413305
5255	"ENSG00000139351.14"	"SYCP3"	chr12	-	101728647	101729213	101728647	101728980	101729108	101729213
5256	"ENSG00000139351.14"	"SYCP3"	chr12	-	101731567	101733674	101731567	101731666	101733574	101733674
5257	"ENSG00000137225.12"	"CAPN11"	chr6	+	44179618	44180163	44179618	44179630	44179951	44180163
5258	"ENSG00000269713.7"	"NBPF9"	chr1	-	149060522	149061383	149060522	149060695	149061331	149061383
5259	"ENSG00000269713.7"	"NBPF9"	chr1	-	149081964	149082311	149081964	149082174	149082271	149082311
5260	"ENSG00000071894.15"	"CPSF1"	chr8	-	144393882	144394160	144393882	144394038	144394112	144394160
5261	"ENSG00000071894.15"	"CPSF1"	chr8	-	144394233	144394555	144394233	144394300	144394378	144394555
5262	"ENSG00000071894.15"	"CPSF1"	chr8	-	144399991	144400276	144399991	144400085	144400165	144400276
5263	"ENSG00000071894.15"	"CPSF1"	chr8	-	144400165	144400493	144400165	144400276	144400353	144400493
5264	"ENSG00000183569.17"	"SERHL2"	chr22	+	42555663	42556083	42555663	42555705	42556063	42556083
5265	"ENSG00000183569.17"	"SERHL2"	chr22	+	42555663	42556083	42555663	42555705	42556047	42556083
5266	"ENSG00000144161.12"	"ZC3H8"	chr2	-	112230902	112230950	112230902	112230922	112230923	112230950
5267	"ENSG00000261739.2"	"GOLGA8S"	chr15	+	23358471	23358831	23358471	23358510	23358783	23358831
5268	"ENSG00000140481.14"	"CCDC33"	chr15	+	74332678	74333322	74332678	74332845	74333220	74333322
5269	"ENSG00000140481.14"	"CCDC33"	chr15	+	74334974	74336141	74334974	74335088	74335924	74336141
5270	"ENSG00000100664.10"	"EIF5"	chr14	+	103339171	103339803	103339171	103339333	103339638	103339803
5271	"ENSG00000223756.6"	"TSSC2"	chr11	+	3406498	3407697	3406498	3406610	3407621	3407697
5272	"ENSG00000223756.6"	"TSSC2"	chr11	+	3406498	3407697	3406498	3406715	3407621	3407697
5273	"ENSG00000118308.15"	"LRMP"	chr12	+	25079397	25079763	25079397	25079462	25079655	25079763
5274	"ENSG00000118308.15"	"LRMP"	chr12	+	25079397	25079763	25079397	25079462	25079701	25079763
5275	"ENSG00000088387.18"	"DOCK9"	chr13	-	98855897	98860522	98855897	98856031	98860404	98860522
5276	"ENSG00000067082.14"	"KLF6"	chr10	-	3775995	3779590	3775995	3776403	3779346	3779590
5277	"ENSG00000009790.14"	"TRAF3IP3"	chr1	+	209775348	209775736	209775348	209775489	209775598	209775736
5278	"ENSG00000166387.11"	"PPFIBP2"	chr11	+	7653023	7653756	7653023	7653200	7653501	7653756
5279	"ENSG00000128829.11"	"EIF2AK4"	chr15	+	40002390	40002788	40002390	40002510	40002712	40002788
5280	"ENSG00000123191.14"	"ATP7B"	chr13	-	51973934	51975168	51973934	51974084	51974417	51975168
5281	"ENSG00000123191.14"	"ATP7B"	chr13	-	51957515	51960322	51957515	51957607	51960147	51960322
5282	"ENSG00000133606.10"	"MKRN1"	chr7	-	140455094	140455900	140455094	140455233	140455789	140455900
5283	"ENSG00000153902.13"	"LGI4"	chr19	-	35133692	35134104	35133692	35133764	35134032	35134104
5284	"ENSG00000153902.13"	"LGI4"	chr19	-	35126269	35127017	35126269	35126775	35126852	35127017
5285	"ENSG00000079616.12"	"KIF22"	chr16	+	29798592	29799184	29798592	29798747	29798974	29799184
5286	"ENSG00000079616.12"	"KIF22"	chr16	+	29799263	29799781	29799263	29799494	29799627	29799781
5287	"ENSG00000178950.16"	"GAK"	chr4	-	850935	851974	850935	851084	851749	851974
5288	"ENSG00000171557.16"	"FGG"	chr4	-	154609629	154610197	154609629	154609787	154610066	154610197
5289	"ENSG00000171557.16"	"FGG"	chr4	-	154612017	154612435	154612017	154612167	154612390	154612435
5290	"ENSG00000171557.16"	"FGG"	chr4	-	154612017	154612435	154612017	154612201	154612390	154612435
5291	"ENSG00000171557.16"	"FGG"	chr4	-	154609629	154610197	154609629	154609763	154610066	154610197
5292	"ENSG00000141524.15"	"TMC6"	chr17	-	78125725	78126366	78125725	78125884	78126276	78126366
5293	"ENSG00000141524.15"	"TMC6"	chr17	-	78120176	78121164	78120176	78120832	78121012	78121164
5294	"ENSG00000017483.14"	"SLC38A5"	chrX	-	48458538	48459034	48458538	48458955	48458956	48459034
5295	"ENSG00000196912.12"	"ANKRD36B"	chr2	-	97507563	97508065	97507563	97507657	97507994	97508065
5296	"ENSG00000182902.13"	"SLC25A18"	chr22	+	17579744	17581159	17579744	17579964	17581036	17581159
5297	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643
5298	"ENSG00000169738.7"	"DCXR"	chr17	-	82036543	82036763	82036543	82036643	82036720	82036763
5299	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448
5300	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036448	82036190	82036322	82036383	82036448
5301	"ENSG00000169738.7"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013
5302	"ENSG00000169738.7"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547
5303	"ENSG00000164855.15"	"TMEM184A"	chr7	-	1548518	1549945	1548518	1548688	1549853	1549945
5304	"ENSG00000137944.16"	"KYAT3"	chr1	-	88949090	88949277	88949090	88949219	88949223	88949277
5305	"ENSG00000132840.9"	"BHMT2"	chr5	+	79077479	79077612	79077479	79077525	79077587	79077612
5306	"ENSG00000085224.21"	"ATRX"	chrX	-	77681519	77684593	77681519	77683451	77683538	77684593
5307	"ENSG00000188283.11"	"ZNF383"	chr19	+	37235548	37236074	37235548	37235675	37235978	37236074
5308	"ENSG00000188283.11"	"ZNF383"	chr19	+	37235548	37236074	37235548	37235758	37235978	37236074
5309	"ENSG00000172236.16"	"TPSAB1"	chr16	+	1241433	1241990	1241433	1241699	1241826	1241990
5310	"ENSG00000205622.9"	"AF064858.6"	chr21	-	38923425	38923693	38923425	38923513	38923637	38923693
5311	"ENSG00000168676.10"	"KCTD19"	chr16	-	67301790	67303337	67301790	67301922	67303145	67303337
5312	"ENSG00000168676.10"	"KCTD19"	chr16	-	67295262	67296259	67295262	67295405	67296158	67296259
5313	"ENSG00000134905.16"	"CARS2"	chr13	-	110642314	110644182	110642314	110642521	110644064	110644182
5314	"ENSG00000134905.16"	"CARS2"	chr13	-	110645966	110647239	110645966	110646090	110647100	110647239
5315	"ENSG00000196562.14"	"SULF2"	chr20	-	47659398	47659730	47659398	47659452	47659696	47659730
5316	"ENSG00000048740.18"	"CELF2"	chr10	+	11328925	11334358	11328925	11329097	11330455	11334358
5317	"ENSG00000175899.14"	"A2M"	chr12	-	9067711	9068224	9067711	9067839	9068182	9068224
5318	"ENSG00000253207.3"	"RP11-67H2.1"	chr8	+	113615503	113616958	113615503	113615688	113616583	113616958
5319	"ENSG00000204420.8"	"C6orf25"	chr6	+	31724586	31724844	31724586	31724627	31724745	31724844
5320	"ENSG00000204420.8"	"C6orf25"	chr6	+	31724745	31725074	31724745	31724844	31724969	31725074
5321	"ENSG00000204420.8"	"C6orf25"	chr6	+	31724586	31724844	31724586	31724627	31724764	31724844
5322	"ENSG00000122735.15"	"DNAI1"	chr9	+	34514393	34514739	34514393	34514542	34514639	34514739
5323	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156285983	156285183	156285267	156285524	156285983
5324	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156286473	156285183	156285267	156286259	156286473
5325	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156286473	156285183	156285983	156286259	156286473
5326	"ENSG00000111602.11"	"TIMELESS"	chr12	-	56420568	56420881	56420568	56420687	56420812	56420881
5327	"ENSG00000254986.7"	"DPP3"	chr11	+	66495205	66495489	66495205	66495268	66495364	66495489
5328	"ENSG00000030066.13"	"NUP160"	chr11	-	47812063	47812429	47812063	47812224	47812301	47812429
5329	"ENSG00000213782.7"	"DDX47"	chr12	+	12823202	12824677	12823202	12824016	12824539	12824677
5330	"ENSG00000213782.7"	"DDX47"	chr12	+	12823202	12824677	12823202	12823319	12824539	12824677
5331	"ENSG00000213782.7"	"DDX47"	chr12	+	12823202	12824016	12823202	12823319	12823869	12824016
5332	"ENSG00000196118.11"	"CCDC189"	chr16	-	30759341	30759724	30759341	30759458	30759653	30759724
5333	"ENSG00000196118.11"	"CCDC189"	chr16	-	30760283	30760668	30760283	30760453	30760605	30760668
5334	"ENSG00000196118.11"	"CCDC189"	chr16	-	30759341	30759724	30759341	30759557	30759653	30759724
5335	"ENSG00000196118.11"	"CCDC189"	chr16	-	30759011	30759247	30759011	30759101	30759177	30759247
5336	"ENSG00000116350.16"	"SRSF4"	chr1	-	29159373	29160517	29159373	29159486	29160374	29160517
5337	"ENSG00000142102.15"	"ATHL1"	chr11	+	290677	291113	290677	290781	291001	291113
5338	"ENSG00000142102.15"	"ATHL1"	chr11	+	293162	293727	293162	293235	293669	293727
5339	"ENSG00000142102.15"	"ATHL1"	chr11	+	290677	292095	290677	291113	291975	292095
5340	"ENSG00000055118.14"	"KCNH2"	chr7	-	150950920	150951835	150950920	150951120	150951447	150951835
5341	"ENSG00000213614.9"	"HEXA"	chr15	-	72353690	72355624	72353690	72353737	72355558	72355624
5342	"ENSG00000214706.10"	"IFRD2"	chr3	-	50289446	50289762	50289446	50289628	50289711	50289762
5343	"ENSG00000214706.10"	"IFRD2"	chr3	-	50289928	50290294	50289928	50290086	50290169	50290294
5344	"ENSG00000214706.10"	"IFRD2"	chr3	-	50290169	50290679	50290169	50290294	50290559	50290679
5345	"ENSG00000178719.16"	"GRINA"	chr8	+	143991877	143992373	143991877	143992078	143992244	143992373
5346	"ENSG00000178719.16"	"GRINA"	chr8	+	143991877	143992373	143991877	143991949	143992244	143992373
5347	"ENSG00000178719.16"	"GRINA"	chr8	+	143991691	143992373	143991691	143991804	143992244	143992373
5348	"ENSG00000178719.16"	"GRINA"	chr8	+	143991691	143992373	143991691	143991804	143991877	143992373
5349	"ENSG00000135018.13"	"UBQLN1"	chr9	-	83666349	83669327	83666349	83666433	83669184	83669327
5350	"ENSG00000065883.14"	"CDK13"	chr7	+	40078719	40078851	40078719	40078834	40078835	40078851
5351	"ENSG00000147403.16"	"RPL10"	chrX	+	154399337	154399594	154399337	154399396	154399486	154399594
5352	"ENSG00000147403.16"	"RPL10"	chrX	+	154399802	154400626	154399802	154399941	154400463	154400626
5353	"ENSG00000251655.6"	"PRB1"	chr12	-	11353073	11354002	11353073	11353646	11353649	11354002
5354	"ENSG00000251655.6"	"PRB1"	chr12	-	11353073	11354002	11353073	11353330	11353789	11354002
5355	"ENSG00000251655.6"	"PRB1"	chr12	-	11353073	11354002	11353073	11353390	11353789	11354002
5356	"ENSG00000112531.16"	"QKI"	chr6	+	163563419	163570145	163563419	163563719	163564666	163570145
5357	"ENSG00000112531.16"	"QKI"	chr6	+	163563419	163570145	163563419	163563719	163565945	163570145
5358	"ENSG00000031823.14"	"RANBP3"	chr19	-	5924826	5925737	5924826	5924905	5925633	5925737
5359	"ENSG00000164054.15"	"SHISA5"	chr3	-	48469360	48469843	48469360	48469573	48469727	48469843
5360	"ENSG00000164054.15"	"SHISA5"	chr3	-	48469360	48469573	48469360	48469450	48469451	48469573
5361	"ENSG00000164054.15"	"SHISA5"	chr3	-	48467875	48469573	48467875	48468217	48469360	48469573
5362	"ENSG00000164054.15"	"SHISA5"	chr3	-	48467875	48469573	48467875	48469186	48469360	48469573
5363	"ENSG00000173947.13"	"PIFO"	chr1	+	111348515	111350223	111348515	111348646	111350105	111350223
5364	"ENSG00000149043.16"	"SYT8"	chr11	+	1836956	1837521	1836956	1837090	1837191	1837521
5365	"ENSG00000149043.16"	"SYT8"	chr11	+	1835885	1836861	1835885	1836592	1836755	1836861
5366	"ENSG00000085117.11"	"CD82"	chr11	+	44605057	44605429	44605057	44605182	44605354	44605429
5367	"ENSG00000169554.17"	"ZEB2"	chr2	-	144384080	144390028	144384080	144389753	144389865	144390028
5368	"ENSG00000163359.15"	"COL6A3"	chr2	-	237342064	237344843	237342064	237342161	237344349	237344843
5369	"ENSG00000266173.5"	"STRADA"	chr17	-	63741453	63741796	63741453	63741663	63741740	63741796
5370	"ENSG00000164062.12"	"APEH"	chr3	+	49675182	49675787	49675182	49675309	49675693	49675787
5371	"ENSG00000164062.12"	"APEH"	chr3	+	49676055	49676515	49676055	49676219	49676377	49676515
5372	"ENSG00000102225.15"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990
5373	"ENSG00000102225.15"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223
5374	"ENSG00000102225.15"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223
5375	"ENSG00000102225.15"	"CDK16"	chrX	+	47223551	47223759	47223551	47223604	47223748	47223759
5376	"ENSG00000159176.13"	"CSRP1"	chr1	-	201485282	201488984	201485282	201485376	201488854	201488984
5377	"ENSG00000147180.16"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247183	85247546	85247651
5378	"ENSG00000168438.14"	"CDC40"	chr6	+	110210706	110212272	110210706	110210803	110212132	110212272
5379	"ENSG00000167700.8"	"MFSD3"	chr8	+	144510597	144510903	144510597	144510722	144510793	144510903
5380	"ENSG00000167965.17"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206478	2206659
5381	"ENSG00000167965.17"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206483	2206659
5382	"ENSG00000167965.17"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206496	2206659
5383	"ENSG00000167965.17"	"MLST8"	chr16	+	2206357	2206659	2206357	2206409	2206554	2206659
5384	"ENSG00000167965.17"	"MLST8"	chr16	+	2208449	2209412	2208449	2208613	2208758	2209412
5385	"ENSG00000167965.17"	"MLST8"	chr16	+	2208209	2208613	2208209	2208334	2208449	2208613
5386	"ENSG00000165688.11"	"PMPCA"	chr9	+	136421831	136423760	136421831	136421976	136423094	136423760
5387	"ENSG00000141562.17"	"NARF"	chr17	+	82483715	82484950	82483715	82483779	82484812	82484950
5388	"ENSG00000108309.12"	"RUNDC3A"	chr17	+	44313417	44314824	44313417	44313503	44314734	44314824
5389	"ENSG00000108309.12"	"RUNDC3A"	chr17	+	44316384	44316725	44316384	44316522	44316618	44316725
5390	"ENSG00000004939.13"	"SLC4A1"	chr17	-	44262635	44262934	44262635	44262726	44262851	44262934
5391	"ENSG00000163749.17"	"CCDC158"	chr4	-	76351719	76353281	76351719	76351812	76353122	76353281
5392	"ENSG00000173821.19"	"RNF213"	chr17	+	80388611	80389367	80388611	80388689	80389172	80389367
5393	"ENSG00000173821.19"	"RNF213"	chr17	+	80381546	80383070	80381546	80381727	80382978	80383070
5394	"ENSG00000185252.18"	"ZNF74"	chr22	+	20394114	20394662	20394114	20394334	20394562	20394662
5395	"ENSG00000159720.11"	"ATP6V0D1"	chr16	-	67438018	67438689	67438018	67438470	67438505	67438689
5396	"ENSG00000158552.12"	"ZFAND2B"	chr2	+	219208255	219208486	219208255	219208348	219208425	219208486
5397	"ENSG00000146670.9"	"CDCA5"	chr11	-	65083363	65083550	65083363	65083399	65083484	65083550
5398	"ENSG00000013441.15"	"CLK1"	chr2	-	200856890	200857884	200856890	200856985	200857717	200857884
5399	"ENSG00000013441.15"	"CLK1"	chr2	-	200859679	200861466	200859679	200859747	200861237	200861466
5400	"ENSG00000013441.15"	"CLK1"	chr2	-	200859679	200861466	200859679	200859746	200861237	200861466
5401	"ENSG00000136854.18"	"STXBP1"	chr9	+	127694993	127696115	127694993	127695231	127695378	127696115
5402	"ENSG00000145833.15"	"DDX46"	chr5	+	134816429	134817714	134816429	134816603	134817495	134817714
5403	"ENSG00000145833.15"	"DDX46"	chr5	+	134811220	134811845	134811220	134811358	134811695	134811845
5404	"ENSG00000145833.15"	"DDX46"	chr5	+	134816429	134817714	134816429	134816606	134817495	134817714
5405	"ENSG00000186049.8"	"KRT73"	chr12	-	52610614	52611329	52610614	52610835	52611203	52611329
5406	"ENSG00000015475.18"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17740081	17740176
5407	"ENSG00000214176.9"	"PLEKHM1P1"	chr17	-	64821766	64822393	64821766	64822052	64822253	64822393
5408	"ENSG00000174628.16"	"IQCK"	chr16	+	19763847	19764112	19763847	19763900	19764034	19764112
5409	"ENSG00000114626.17"	"ABTB1"	chr3	+	127676535	127677286	127676535	127676581	127676966	127677286
5410	"ENSG00000114626.17"	"ABTB1"	chr3	+	127677464	127677843	127677464	127677563	127677675	127677843
5411	"ENSG00000114626.17"	"ABTB1"	chr3	+	127676966	127677286	127676966	127677083	127677167	127677286
5412	"ENSG00000198883.11"	"PNMA5"	chrX	-	152991901	152992217	152991901	152991977	152992077	152992217
5413	"ENSG00000211445.11"	"GPX3"	chr5	+	151025339	151025493	151025339	151025468	151025471	151025493
5414	"ENSG00000185215.8"	"TNFAIP2"	chr14	+	103129739	103130124	103129739	103129854	103130001	103130124
5415	"ENSG00000185122.10"	"HSF1"	chr8	+	144313845	144314054	144313845	144313911	144313984	144314054
5416	"ENSG00000185122.10"	"HSF1"	chr8	+	144309771	144311249	144309771	144309896	144311173	144311249
5417	"ENSG00000160882.11"	"CYP11B1"	chr8	-	142875711	142876395	142875711	142875878	142876240	142876395
5418	"ENSG00000159840.15"	"ZYX"	chr7	+	143382247	143382685	143382247	143382447	143382592	143382685
5419	"ENSG00000005844.17"	"ITGAL"	chr16	+	30473964	30474298	30473964	30474083	30474195	30474298
5420	"ENSG00000142494.13"	"SLC47A1"	chr17	+	19555795	19556062	19555795	19555909	19555994	19556062
5421	"ENSG00000137274.12"	"BPHL"	chr6	+	3138040	3140509	3138040	3138179	3140385	3140509
5422	"ENSG00000166183.15"	"ASPG"	chr14	+	104092632	104093602	104092632	104092741	104093490	104093602
5423	"ENSG00000177000.10"	"MTHFR"	chr1	-	11803027	11804532	11803027	11803129	11803798	11804532
5424	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73794146	73794639	73794146	73794330	73794555	73794639
5425	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73791858	73792852	73791858	73792490	73792589	73792852
5426	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73794146	73794639	73794146	73794330	73794540	73794639
5427	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73800639	73801195	73800639	73800759	73801016	73801195
5428	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73800639	73801195	73800639	73800759	73801084	73801195
5429	"ENSG00000130589.16"	"HELZ2"	chr20	-	63570684	63573221	63570684	63570868	63572107	63573221
5430	"ENSG00000205420.10"	"KRT6A"	chr12	-	52490568	52490953	52490568	52490733	52490857	52490953
5431	"ENSG00000129422.14"	"MTUS1"	chr8	-	17653424	17654666	17653424	17653498	17654560	17654666
5432	"ENSG00000189171.14"	"S100A13"	chr1	-	153626319	153627598	153626319	153626533	153627482	153627598
5433	"ENSG00000124224.16"	"PPP4R1L"	chr20	-	58245782	58247506	58245782	58246252	58247321	58247506
5434	"ENSG00000213809.8"	"KLRK1"	chr12	-	10378553	10379792	10378553	10378705	10379446	10379792
5435	"ENSG00000213809.8"	"KLRK1"	chr12	-	10378553	10379792	10378553	10378705	10379699	10379792
5436	"ENSG00000213809.8"	"KLRK1"	chr12	-	10379446	10379792	10379446	10379482	10379699	10379792
5437	"ENSG00000138459.8"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581178	112581326
5438	"ENSG00000138459.8"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581244	112581326
5439	"ENSG00000165280.15"	"VCP"	chr9	-	35062002	35062350	35062002	35062138	35062216	35062350
5440	"ENSG00000165280.15"	"VCP"	chr9	-	35060312	35060923	35060312	35060525	35060800	35060923
5441	"ENSG00000111218.11"	"PRMT8"	chr12	+	3549935	3553714	3549935	3550091	3553650	3553714
5442	"ENSG00000061656.9"	"SPAG4"	chr20	+	35617519	35617840	35617519	35617586	35617778	35617840
5443	"ENSG00000061656.9"	"SPAG4"	chr20	+	35618449	35618720	35618449	35618475	35618611	35618720
5444	"ENSG00000112038.17"	"OPRM1"	chr6	+	154090951	154091938	154090951	154091472	154091808	154091938
